Store,Dept,Date,Weekly_Sales,IsHoliday
4,26,03/06/2011,16420.06,False
4,26,10/06/2011,15660.47,False
4,26,17/06/2011,14949.38,False
4,26,24/06/2011,14821.42,False
4,26,01/07/2011,17594.5,False
4,26,08/07/2011,18915.72,False
4,26,15/07/2011,16559.34,False
4,26,22/07/2011,12904.83,False
4,26,29/07/2011,12773.92,False
4,26,05/08/2011,16603.79,False
4,26,12/08/2011,16321.73,False
4,26,19/08/2011,14559.29,False
4,26,26/08/2011,14505.4,False
4,26,02/09/2011,15579.37,False
4,26,09/09/2011,17610.66,True
4,26,16/09/2011,18097.56,False
4,26,23/09/2011,18148.13,False
4,26,30/09/2011,16362.34,False
4,26,07/10/2011,24891.63,False
4,26,14/10/2011,24869.94,False
4,26,21/10/2011,23615.69,False
4,26,28/10/2011,23123.6,False
4,26,04/11/2011,25243.63,False
4,26,11/11/2011,24335.96,False
4,26,18/11/2011,21923.66,False
4,26,25/11/2011,29365.93,True
4,26,02/12/2011,20278.35,False
4,26,09/12/2011,24330.57,False
4,26,16/12/2011,25479.2,False
4,26,23/12/2011,34566.7,False
4,26,30/12/2011,13196.11,True
4,26,06/01/2012,10006.02,False
4,26,13/01/2012,12730.53,False
4,26,20/01/2012,15362.74,False
4,26,27/01/2012,15802.37,False
4,26,03/02/2012,19944.96,False
4,26,10/02/2012,23443.84,True
4,26,17/02/2012,19092.86,False
4,26,24/02/2012,18625.22,False
4,26,02/03/2012,19089.0,False
4,26,09/03/2012,18528.78,False
4,26,16/03/2012,21312.36,False
4,26,23/03/2012,18561.66,False
4,26,30/03/2012,20747.64,False
4,26,06/04/2012,26138.16,False
4,26,13/04/2012,16418.33,False
4,26,20/04/2012,21706.66,False
4,26,27/04/2012,19768.04,False
4,26,04/05/2012,17132.96,False
4,26,11/05/2012,15881.06,False
4,26,18/05/2012,15672.48,False
4,26,25/05/2012,16071.85,False
4,26,01/06/2012,16595.16,False
4,26,08/06/2012,18122.16,False
4,26,15/06/2012,15778.88,False
4,26,22/06/2012,15190.46,False
4,26,29/06/2012,15600.1,False
4,26,06/07/2012,16162.02,False
4,26,13/07/2012,15856.05,False
4,26,20/07/2012,15143.07,False
4,26,27/07/2012,12662.21,False
4,26,03/08/2012,13738.48,False
4,26,10/08/2012,15004.84,False
4,26,17/08/2012,17674.22,False
4,26,24/08/2012,16010.85,False
4,26,31/08/2012,18868.3,False
4,26,07/09/2012,15523.23,True
4,26,14/09/2012,24474.1,False
4,26,21/09/2012,21516.51,False
4,26,28/09/2012,19591.5,False
4,26,05/10/2012,22578.88,False
4,26,12/10/2012,25470.39,False
4,26,19/10/2012,22701.86,False
4,26,26/10/2012,24575.8,False
4,27,05/02/2010,3623.5,False
4,27,12/02/2010,3239.0,True
4,27,19/02/2010,2759.0,False
4,27,26/02/2010,2686.04,False
4,27,05/03/2010,2297.0,False
4,27,12/03/2010,2312.5,False
4,27,19/03/2010,2211.0,False
4,27,26/03/2010,1973.25,False
4,27,02/04/2010,1787.5,False
4,27,09/04/2010,2096.0,False
4,27,16/04/2010,1561.75,False
4,27,23/04/2010,1660.0,False
4,27,30/04/2010,1756.75,False
4,27,07/05/2010,2013.0,False
4,27,14/05/2010,1669.25,False
4,27,21/05/2010,1956.75,False
4,27,28/05/2010,1886.0,False
4,27,04/06/2010,1607.5,False
4,27,11/06/2010,1692.5,False
4,27,18/06/2010,1723.75,False
4,27,25/06/2010,1600.5,False
4,27,02/07/2010,1715.5,False
4,27,09/07/2010,1879.25,False
4,27,16/07/2010,1859.5,False
4,27,23/07/2010,1775.0,False
4,27,30/07/2010,1901.37,False
4,27,06/08/2010,2596.12,False
4,27,13/08/2010,2813.28,False
4,27,20/08/2010,2666.2,False
4,27,27/08/2010,2269.74,False
4,27,03/09/2010,1781.65,False
4,27,10/09/2010,1871.18,True
4,27,17/09/2010,2269.23,False
4,27,24/09/2010,1881.26,False
4,27,01/10/2010,2019.06,False
4,27,08/10/2010,2224.14,False
4,27,15/10/2010,2778.34,False
4,27,22/10/2010,2562.22,False
4,27,29/10/2010,3088.22,False
4,27,05/11/2010,3376.68,False
4,27,12/11/2010,3203.19,False
4,27,19/11/2010,3259.76,False
4,27,26/11/2010,3867.82,True
4,27,03/12/2010,3899.14,False
4,27,10/12/2010,4797.98,False
4,27,17/12/2010,5811.96,False
4,27,24/12/2010,8474.58,False
4,27,31/12/2010,3648.86,True
4,27,07/01/2011,3461.17,False
4,27,14/01/2011,3328.75,False
4,27,21/01/2011,3013.48,False
4,27,28/01/2011,2629.32,False
4,27,04/02/2011,3353.03,False
4,27,11/02/2011,3277.59,True
4,27,18/02/2011,3935.42,False
