Store,Dept,Date,Weekly_Sales,IsHoliday
41,30,25/05/2012,3908.32,False
41,30,01/06/2012,3621.16,False
41,30,08/06/2012,3891.24,False
41,30,15/06/2012,3898.52,False
41,30,22/06/2012,4169.9,False
41,30,29/06/2012,4044.92,False
41,30,06/07/2012,3684.92,False
41,30,13/07/2012,3304.4,False
41,30,20/07/2012,3856.04,False
41,30,27/07/2012,3273.49,False
41,30,03/08/2012,3225.04,False
41,30,10/08/2012,3819.36,False
41,30,17/08/2012,3664.36,False
41,30,24/08/2012,3484.4,False
41,30,31/08/2012,3121.06,False
41,30,07/09/2012,3158.66,True
41,30,14/09/2012,2784.96,False
41,30,21/09/2012,2818.4,False
41,30,28/09/2012,2428.58,False
41,30,05/10/2012,2757.94,False
41,30,12/10/2012,2495.38,False
41,30,19/10/2012,2192.98,False
41,30,26/10/2012,2521.34,False
41,31,05/02/2010,1200.5,False
41,31,12/02/2010,1419.0,True
41,31,19/02/2010,1303.0,False
41,31,26/02/2010,1321.6,False
41,31,05/03/2010,1432.94,False
41,31,12/03/2010,1472.5,False
41,31,19/03/2010,1400.0,False
41,31,26/03/2010,1255.83,False
41,31,02/04/2010,1352.49,False
41,31,09/04/2010,1287.0,False
41,31,16/04/2010,1006.0,False
41,31,23/04/2010,1235.15,False
41,31,30/04/2010,996.08,False
41,31,07/05/2010,1239.5,False
41,31,14/05/2010,1397.88,False
41,31,21/05/2010,957.92,False
41,31,28/05/2010,1245.92,False
41,31,04/06/2010,1144.0,False
41,31,11/06/2010,1499.42,False
41,31,18/06/2010,1503.0,False
41,31,25/06/2010,1285.7,False
41,31,02/07/2010,1317.46,False
41,31,09/07/2010,1844.84,False
41,31,16/07/2010,2324.0,False
41,31,23/07/2010,3192.43,False
41,31,30/07/2010,4521.34,False
41,31,06/08/2010,5164.58,False
41,31,13/08/2010,6244.54,False
41,31,20/08/2010,5705.5,False
41,31,27/08/2010,2275.33,False
41,31,03/09/2010,1716.5,False
41,31,10/09/2010,1325.0,True
41,31,17/09/2010,1079.46,False
41,31,24/09/2010,1778.5,False
41,31,01/10/2010,1298.46,False
41,31,08/10/2010,1435.5,False
41,31,15/10/2010,1492.5,False
41,31,22/10/2010,1653.5,False
41,31,29/10/2010,2313.3,False
41,31,05/11/2010,1618.4,False
41,31,12/11/2010,2514.6,False
41,31,19/11/2010,2286.5,False
41,31,26/11/2010,2783.6,True
41,31,03/12/2010,1896.7,False
41,31,10/12/2010,2285.94,False
41,31,17/12/2010,3100.3,False
41,31,24/12/2010,4696.0,False
41,31,31/12/2010,1579.45,True
41,31,07/01/2011,2162.75,False
41,31,14/01/2011,2158.0,False
41,31,21/01/2011,1561.5,False
41,31,28/01/2011,1245.54,False
41,31,04/02/2011,1747.35,False
41,31,11/02/2011,1439.37,True
41,31,18/02/2011,1641.37,False
41,31,25/02/2011,1326.25,False
41,31,04/03/2011,1614.4,False
41,31,11/03/2011,1408.4,False
41,31,18/03/2011,1402.35,False
41,31,25/03/2011,1526.5,False
41,31,01/04/2011,1505.73,False
41,31,08/04/2011,1511.78,False
41,31,15/04/2011,1681.97,False
41,31,22/04/2011,1743.9,False
41,31,29/04/2011,1751.71,False
41,31,06/05/2011,1684.81,False
41,31,13/05/2011,1924.21,False
41,31,20/05/2011,1920.24,False
41,31,27/05/2011,1771.21,False
41,31,03/06/2011,1773.05,False
41,31,10/06/2011,1947.13,False
41,31,17/06/2011,1723.29,False
41,31,24/06/2011,1745.73,False
41,31,01/07/2011,1718.56,False
41,31,08/07/2011,1932.52,False
41,31,15/07/2011,2392.2,False
41,31,22/07/2011,3594.6,False
41,31,29/07/2011,4198.09,False
41,31,05/08/2011,5320.48,False
41,31,12/08/2011,6060.53,False
41,31,19/08/2011,5348.01,False
41,31,26/08/2011,2596.21,False
41,31,02/09/2011,1240.02,False
41,31,09/09/2011,1259.48,True
41,31,16/09/2011,1378.06,False
41,31,23/09/2011,1564.28,False
41,31,30/09/2011,1351.15,False
41,31,07/10/2011,1158.98,False
41,31,14/10/2011,1913.46,False
41,31,21/10/2011,1523.61,False
41,31,28/10/2011,2160.04,False
41,31,04/11/2011,1987.8,False
41,31,11/11/2011,1773.9,False
41,31,18/11/2011,1532.4,False
41,31,25/11/2011,2010.88,True
41,31,02/12/2011,1577.95,False
41,31,09/12/2011,3205.42,False
41,31,16/12/2011,3081.04,False
41,31,23/12/2011,5716.37,False
41,31,30/12/2011,1894.92,True
41,31,06/01/2012,1293.82,False
41,31,13/01/2012,1254.76,False
41,31,20/01/2012,1094.8,False
41,31,27/01/2012,1111.41,False
41,31,03/02/2012,1027.97,False
41,31,10/02/2012,1220.29,True
41,31,17/02/2012,1237.16,False
41,31,24/02/2012,1114.25,False
41,31,02/03/2012,1205.02,False
41,31,09/03/2012,1547.72,False
41,31,16/03/2012,1149.24,False
41,31,23/03/2012,1093.35,False
41,31,30/03/2012,1227.23,False
41,31,06/04/2012,1315.08,False
41,31,13/04/2012,1323.46,False
41,31,20/04/2012,1196.88,False
41,31,27/04/2012,1217.9,False
41,31,04/05/2012,1335.63,False
41,31,11/05/2012,1388.74,False
41,31,18/05/2012,1509.07,False
41,31,25/05/2012,1413.24,False
41,31,01/06/2012,1665.64,False
41,31,08/06/2012,1793.35,False
41,31,15/06/2012,1842.09,False
41,31,22/06/2012,1714.46,False
41,31,29/06/2012,1657.36,False
41,31,06/07/2012,1483.19,False
41,31,13/07/2012,2480.36,False
41,31,20/07/2012,3554.24,False
41,31,27/07/2012,4221.94,False
41,31,03/08/2012,4565.82,False
41,31,10/08/2012,6516.56,False
41,31,17/08/2012,6771.54,False
41,31,24/08/2012,4499.0,False
41,31,31/08/2012,1687.28,False
41,31,07/09/2012,1865.38,True
41,31,14/09/2012,1716.77,False
41,31,21/09/2012,1496.38,False
41,31,28/09/2012,1552.34,False
41,31,05/10/2012,2537.54,False
41,31,12/10/2012,3230.78,False
41,31,19/10/2012,2167.5,False
41,31,26/10/2012,2411.66,False
41,32,05/02/2010,4262.15,False
41,32,12/02/2010,4504.5,True
41,32,19/02/2010,6868.7,False
41,32,26/02/2010,3950.62,False
41,32,05/03/2010,3992.97,False
41,32,12/03/2010,4447.72,False
41,32,19/03/2010,3654.35,False
41,32,26/03/2010,3596.7,False
41,32,02/04/2010,4347.27,False
41,32,09/04/2010,4027.91,False
41,32,16/04/2010,3722.91,False
41,32,23/04/2010,3723.35,False
41,32,30/04/2010,4358.48,False
41,32,07/05/2010,4565.55,False
41,32,14/05/2010,5301.36,False
41,32,21/05/2010,4276.58,False
41,32,28/05/2010,5525.98,False
41,32,04/06/2010,5636.25,False
41,32,11/06/2010,4845.77,False
41,32,18/06/2010,4980.7,False
41,32,25/06/2010,5406.06,False
41,32,02/07/2010,5974.21,False
41,32,09/07/2010,4703.07,False
41,32,16/07/2010,4903.33,False
41,32,23/07/2010,5226.25,False
41,32,30/07/2010,6464.22,False
41,32,06/08/2010,5165.96,False
41,32,13/08/2010,4273.26,False
41,32,20/08/2010,4902.43,False
41,32,27/08/2010,5165.48,False
41,32,03/09/2010,5998.58,False
41,32,10/09/2010,4521.37,True
41,32,17/09/2010,4736.96,False
41,32,24/09/2010,3642.46,False
41,32,01/10/2010,4430.57,False
41,32,08/10/2010,4418.68,False
41,32,15/10/2010,3379.75,False
41,32,22/10/2010,3899.14,False
41,32,29/10/2010,4862.75,False
41,32,05/11/2010,4307.22,False
41,32,12/11/2010,4174.65,False
41,32,19/11/2010,4039.45,False
41,32,26/11/2010,5733.58,True
41,32,03/12/2010,5451.02,False
41,32,10/12/2010,6857.13,False
41,32,17/12/2010,9190.58,False
41,32,24/12/2010,21430.07,False
41,32,31/12/2010,3236.99,True
41,32,07/01/2011,3231.17,False
41,32,14/01/2011,2763.82,False
41,32,21/01/2011,3196.41,False
41,32,28/01/2011,3272.84,False
41,32,04/02/2011,3438.88,False
41,32,11/02/2011,4706.57,True
41,32,18/02/2011,7138.54,False
41,32,25/02/2011,5266.57,False
41,32,04/03/2011,4640.59,False
41,32,11/03/2011,4301.49,False
41,32,18/03/2011,4057.1,False
41,32,25/03/2011,4716.28,False
41,32,01/04/2011,3481.67,False
41,32,08/04/2011,4350.49,False
41,32,15/04/2011,5075.03,False
41,32,22/04/2011,5355.67,False
41,32,29/04/2011,5466.74,False
41,32,06/05/2011,5718.34,False
41,32,13/05/2011,6465.01,False
41,32,20/05/2011,4472.69,False
41,32,27/05/2011,5180.06,False
41,32,03/06/2011,7600.8,False
41,32,10/06/2011,6980.62,False
41,32,17/06/2011,6297.26,False
41,32,24/06/2011,5949.07,False
41,32,01/07/2011,6833.47,False
41,32,08/07/2011,5615.68,False
41,32,15/07/2011,5939.3,False
41,32,22/07/2011,5485.58,False
41,32,29/07/2011,6012.16,False
41,32,05/08/2011,6844.86,False
41,32,12/08/2011,4597.19,False
41,32,19/08/2011,6149.76,False
41,32,26/08/2011,5444.98,False
41,32,02/09/2011,4778.25,False
41,32,09/09/2011,4934.29,True
41,32,16/09/2011,4938.38,False
41,32,23/09/2011,4864.22,False
41,32,30/09/2011,4420.41,False
41,32,07/10/2011,5015.97,False
41,32,14/10/2011,3635.97,False
41,32,21/10/2011,4660.86,False
41,32,28/10/2011,3516.23,False
41,32,04/11/2011,3991.78,False
41,32,11/11/2011,4540.18,False
41,32,18/11/2011,4449.17,False
41,32,25/11/2011,6109.8,True
41,32,02/12/2011,5524.8,False
41,32,09/12/2011,6791.43,False
41,32,16/12/2011,8802.47,False
41,32,23/12/2011,19886.43,False
41,32,30/12/2011,7227.53,True
41,32,06/01/2012,3879.15,False
41,32,13/01/2012,3046.66,False
41,32,20/01/2012,3663.44,False
41,32,27/01/2012,3252.81,False
41,32,03/02/2012,3535.87,False
41,32,10/02/2012,4157.11,True
41,32,17/02/2012,9027.5,False
41,32,24/02/2012,4440.13,False
41,32,02/03/2012,4770.99,False
41,32,09/03/2012,4978.29,False
41,32,16/03/2012,4668.78,False
41,32,23/03/2012,4483.37,False
41,32,30/03/2012,5173.2,False
41,32,06/04/2012,6180.19,False
41,32,13/04/2012,5690.36,False
41,32,20/04/2012,5070.21,False
41,32,27/04/2012,4721.16,False
41,32,04/05/2012,6761.65,False
41,32,11/05/2012,7153.78,False
41,32,18/05/2012,6892.55,False
41,32,25/05/2012,5948.01,False
41,32,01/06/2012,6852.64,False
41,32,08/06/2012,6958.73,False
41,32,15/06/2012,6040.84,False
41,32,22/06/2012,7056.3,False
41,32,29/06/2012,6214.84,False
41,32,06/07/2012,7320.29,False
41,32,13/07/2012,5173.46,False
41,32,20/07/2012,6596.0,False
41,32,27/07/2012,6013.08,False
41,32,03/08/2012,5900.77,False
41,32,10/08/2012,5712.02,False
41,32,17/08/2012,6833.85,False
41,32,24/08/2012,5839.18,False
41,32,31/08/2012,6153.99,False
41,32,07/09/2012,4734.39,True
41,32,14/09/2012,5752.21,False
41,32,21/09/2012,4514.12,False
41,32,28/09/2012,5757.14,False
41,32,05/10/2012,4419.36,False
41,32,12/10/2012,4987.86,False
41,32,19/10/2012,4870.79,False
41,32,26/10/2012,4339.15,False
41,33,05/02/2010,4871.17,False
41,33,12/02/2010,4902.5,True
41,33,19/02/2010,4987.5,False
41,33,26/02/2010,4748.63,False
41,33,05/03/2010,6736.15,False
41,33,12/03/2010,5267.63,False
41,33,19/03/2010,4830.51,False
41,33,26/03/2010,4706.13,False
41,33,02/04/2010,7081.0,False
41,33,09/04/2010,5170.13,False
41,33,16/04/2010,4899.5,False
41,33,23/04/2010,5179.0,False
41,33,30/04/2010,3902.51,False
41,33,07/05/2010,4812.5,False
41,33,14/05/2010,4010.0,False
41,33,21/05/2010,5685.75,False
41,33,28/05/2010,6461.75,False
41,33,04/06/2010,6747.5,False
41,33,11/06/2010,6361.0,False
41,33,18/06/2010,4693.87,False
41,33,25/06/2010,4782.0,False
41,33,02/07/2010,4780.75,False
41,33,09/07/2010,3893.25,False
41,33,16/07/2010,3756.0,False
41,33,23/07/2010,5074.5,False
41,33,30/07/2010,6460.0,False
41,33,06/08/2010,9152.47,False
41,33,13/08/2010,9388.0,False
41,33,20/08/2010,9449.44,False
41,33,27/08/2010,5086.61,False
41,33,03/09/2010,4945.85,False
41,33,10/09/2010,4593.93,True
41,33,17/09/2010,3994.41,False
41,33,24/09/2010,4709.82,False
41,33,01/10/2010,4286.75,False
41,33,08/10/2010,4923.09,False
41,33,15/10/2010,6875.37,False
41,33,22/10/2010,6211.0,False
41,33,29/10/2010,8376.39,False
41,33,05/11/2010,4785.07,False
41,33,12/11/2010,7325.16,False
41,33,19/11/2010,6889.56,False
41,33,26/11/2010,13855.16,True
41,33,03/12/2010,6497.36,False
41,33,10/12/2010,9081.37,False
41,33,17/12/2010,11443.91,False
41,33,24/12/2010,13864.6,False
41,33,31/12/2010,3445.64,True
41,33,07/01/2011,3567.82,False
41,33,14/01/2011,3831.47,False
41,33,21/01/2011,2686.54,False
41,33,28/01/2011,2803.3,False
41,33,04/02/2011,4949.75,False
41,33,11/02/2011,6718.31,True
41,33,18/02/2011,5670.27,False
41,33,25/02/2011,4578.45,False
41,33,04/03/2011,5814.62,False
41,33,11/03/2011,4886.1,False
41,33,18/03/2011,4543.39,False
41,33,25/03/2011,3892.64,False
41,33,01/04/2011,4899.81,False
41,33,08/04/2011,4613.1,False
41,33,15/04/2011,4567.78,False
41,33,22/04/2011,6270.54,False
41,33,29/04/2011,5040.93,False
41,33,06/05/2011,4350.08,False
41,33,13/05/2011,5312.39,False
41,33,20/05/2011,4977.39,False
41,33,27/05/2011,4989.68,False
